User_ID,Device_ID,Login_Count,Session_Duration_Min,Activation_Count,Device_Change_Count,Location_Changes,Debug_Attempt_Flag,Subscription_Status,IP_Address,Piracy_Label
U103277,D9125,3,20,9,1,6,0,Expired,192.168.151.228,1
U103278,D9850,4,253,4,4,3,0,Active,192.168.62.140,1
U103279,D3763,30,102,5,3,7,1,Active,192.168.145.151,1
U103280,D4663,13,108,7,4,0,0,Active,192.168.149.25,1
U103281,D5986,44,239,2,4,7,0,Active,192.168.43.25,1
U103282,D2481,21,278,7,2,6,0,Expired,192.168.99.149,1
U103283,D8256,41,265,3,1,6,0,Active,192.168.111.238,0
U103284,D4731,46,243,6,2,6,0,Expired,192.168.28.60,1
U103285,D8262,19,266,6,2,4,0,Expired,192.168.244.254,1
U103286,D1451,39,119,6,4,6,0,Active,192.168.135.113,1
U103287,D4093,48,272,2,3,3,0,Active,192.168.117.5,1
U103288,D1882,22,16,9,4,4,0,Active,192.168.193.180,1
U103289,D5408,20,77,8,3,6,1,Active,192.168.150.130,1
U103290,D5068,37,182,7,1,2,0,Active,192.168.213.85,0
U103291,D4277,31,264,9,0,5,0,Active,192.168.107.124,0
U103292,D9566,10,263,4,1,2,0,Active,192.168.176.209,0
U103293,D8951,18,274,2,4,0,0,Active,192.168.167.189,1
U103294,D5690,43,124,4,3,1,0,Active,192.168.30.89,1
U103295,D5595,39,173,3,0,0,0,Active,192.168.134.25,0
U103296,D5559,46,72,2,3,6,1,Active,192.168.209.96,1
U103297,D8291,20,63,2,3,7,0,Expired,192.168.121.186,1
U103298,D9160,18,134,8,0,5,0,Active,192.168.60.72,0
U103299,D1112,11,270,5,0,5,0,Active,192.168.238.14,0
U103300,D6131,22,79,6,1,5,0,Expired,192.168.111.134,1
U103301,D4197,44,94,8,2,4,0,Active,192.168.118.23,0
U103302,D1139,18,158,7,0,5,0,Active,192.168.78.214,0
U103303,D2424,34,222,7,2,3,0,Expired,192.168.163.195,1
U103304,D3949,23,32,7,2,7,1,Active,192.168.172.172,1
U103305,D4168,1,134,7,2,1,0,Active,192.168.136.197,0
U103306,D9708,10,70,8,2,0,0,Active,192.168.127.12,0
U103307,D7043,1,148,1,0,4,1,Active,192.168.220.65,1
U103308,D7989,38,281,3,3,4,0,Active,192.168.224.184,1
U103309,D8236,39,107,1,0,2,0,Active,192.168.20.190,0
U103310,D7261,49,41,8,0,0,0,Active,192.168.20.91,0
U103311,D1887,9,253,2,4,0,1,Active,192.168.1.136,1
U103312,D4104,31,160,7,4,5,0,Active,192.168.139.150,1
U103313,D1049,7,136,6,1,6,0,Active,192.168.176.9,0
U103314,D4951,17,51,1,2,5,0,Active,192.168.171.166,0
U103315,D4560,35,199,6,2,4,0,Expired,192.168.92.3,1
U103316,D1018,48,107,9,4,0,0,Expired,192.168.85.68,1
U103317,D5821,37,175,3,3,5,0,Active,192.168.220.233,1
U103318,D7340,18,93,7,1,6,0,Active,192.168.204.216,0
U103319,D9058,33,250,4,3,2,0,Active,192.168.127.130,1
U103320,D3606,4,62,1,4,1,0,Expired,192.168.130.143,1
U103321,D8846,23,109,7,3,4,0,Active,192.168.215.50,1
U103322,D9643,11,184,1,2,2,1,Active,192.168.153.136,1
U103323,D7432,9,73,4,4,2,0,Expired,192.168.103.181,1
U103324,D4765,30,157,9,3,3,0,Active,192.168.238.5,1
U103325,D3438,8,29,5,1,1,0,Active,192.168.199.174,0
U103326,D7358,40,39,7,1,2,1,Active,192.168.38.110,1
U103327,D9319,5,19,7,0,3,0,Expired,192.168.31.95,1
U103328,D6941,12,110,3,4,7,0,Active,192.168.59.126,1
U103329,D8644,1,222,8,4,3,0,Active,192.168.199.17,1
U103330,D5855,15,78,1,4,0,0,Active,192.168.250.128,1
U103331,D7547,25,289,4,2,5,0,Active,192.168.150.231,0
U103332,D8196,18,42,4,2,2,0,Expired,192.168.241.205,1
U103333,D6911,38,201,2,4,7,0,Active,192.168.184.172,1
U103334,D7481,42,284,6,3,4,0,Expired,192.168.78.45,1
U103335,D3761,46,279,1,2,0,0,Active,192.168.91.176,0
U103336,D5456,26,178,3,4,1,0,Active,192.168.221.15,1
U103337,D7361,40,48,9,2,5,0,Expired,192.168.165.136,1
U103338,D6693,3,158,6,0,4,0,Active,192.168.173.253,0
U103339,D6788,22,157,2,1,4,0,Active,192.168.78.230,0
U103340,D1201,26,295,9,0,3,0,Expired,192.168.166.179,1
U103341,D7160,19,146,2,4,7,1,Active,192.168.161.36,1
U103342,D1517,44,260,7,1,2,0,Active,192.168.19.108,0
U103343,D8737,44,138,1,3,3,0,Active,192.168.12.44,1
U103344,D2988,47,36,5,4,3,0,Active,192.168.44.47,1
U103345,D4802,39,30,7,3,7,0,Active,192.168.20.111,1
U103346,D6808,36,259,3,3,2,1,Expired,192.168.150.46,1
U103347,D8162,21,227,4,2,2,0,Active,192.168.2.214,0
U103348,D7241,41,60,5,2,6,0,Active,192.168.92.168,0
U103349,D9399,48,297,3,1,2,0,Active,192.168.221.192,0
U103350,D6633,26,129,6,1,3,0,Active,192.168.87.89,0
U103351,D6755,13,234,3,2,5,0,Active,192.168.203.178,0
U103352,D7309,36,57,8,1,6,0,Active,192.168.147.225,0
U103353,D5117,24,105,7,0,2,0,Active,192.168.38.150,0
U103354,D9345,41,296,1,4,2,0,Expired,192.168.124.46,1
U103355,D2518,26,271,2,0,7,0,Active,192.168.82.32,0
U103356,D7163,21,287,4,4,4,0,Expired,192.168.116.243,1
U103357,D3600,18,6,5,2,3,0,Active,192.168.25.44,0
U103358,D3195,15,26,4,0,2,0,Active,192.168.198.8,0
U103359,D4554,15,70,4,3,3,0,Active,192.168.60.11,1
U103360,D3849,6,216,9,0,1,0,Expired,192.168.186.232,1
U103361,D2742,43,240,4,1,7,0,Active,192.168.15.201,0
U103362,D2306,31,21,4,0,0,0,Active,192.168.104.196,0
U103363,D4849,28,18,4,2,4,0,Active,192.168.202.10,0
U103364,D8519,8,11,2,2,6,0,Active,192.168.250.59,0
U103365,D5195,29,226,8,1,4,0,Expired,192.168.52.221,1
U103366,D6178,21,108,4,4,6,0,Expired,192.168.40.5,1
U103367,D3555,17,5,5,1,3,0,Active,192.168.2.205,0
U103368,D3305,49,291,8,4,7,0,Expired,192.168.207.105,1
U103369,D8619,24,251,4,2,2,0,Active,192.168.71.28,0
U103370,D3642,36,95,5,2,6,0,Expired,192.168.151.166,1
U103371,D7409,31,218,5,4,3,0,Expired,192.168.65.62,1
U103372,D5757,47,47,6,0,5,0,Active,192.168.5.19,0
U103373,D3994,34,78,7,0,0,0,Expired,192.168.145.62,1
U103374,D9751,2,246,3,1,4,0,Active,192.168.37.216,0
U103375,D2271,42,53,3,2,4,0,Active,192.168.38.20,0
U103376,D2813,3,226,9,0,0,0,Active,192.168.215.56,0
U103377,D9801,30,148,1,2,3,0,Active,192.168.182.123,0
U103378,D3461,8,213,8,1,4,0,Active,192.168.129.228,0
U103379,D5120,7,103,3,3,7,0,Active,192.168.143.99,1
U103380,D7124,12,192,5,2,2,0,Active,192.168.134.188,0
U103381,D9475,19,118,3,3,3,0,Expired,192.168.157.35,1
U103382,D5396,26,179,1,2,2,0,Active,192.168.38.171,0
U103383,D1816,28,275,5,4,6,0,Active,192.168.143.144,1
U103384,D8304,15,67,8,3,5,0,Active,192.168.151.142,1
U103385,D8331,14,288,5,4,5,0,Expired,192.168.15.32,1
U103386,D1082,48,229,4,4,5,1,Active,192.168.179.71,1
U103387,D2920,14,165,9,1,1,0,Active,192.168.88.87,0
U103388,D8817,3,40,1,1,0,0,Expired,192.168.1.201,1
U103389,D3093,29,145,5,0,5,0,Active,192.168.100.234,0
U103390,D8071,6,200,1,3,4,0,Active,192.168.159.43,1
U103391,D8967,49,155,6,0,0,0,Active,192.168.213.18,0
U103392,D9367,23,273,9,3,0,0,Expired,192.168.169.125,1
U103393,D6285,28,44,2,1,2,0,Active,192.168.190.110,0
U103394,D5937,14,242,4,1,6,0,Active,192.168.86.9,0
U103395,D1369,14,226,8,1,4,0,Active,192.168.218.226,0
U103396,D2818,20,285,3,3,1,0,Active,192.168.136.85,1
U103397,D3101,13,229,7,1,0,0,Active,192.168.144.5,0
U103398,D4490,27,158,7,0,2,0,Active,192.168.141.210,0
U103399,D2779,35,284,2,4,5,0,Active,192.168.151.115,1
U103400,D8674,45,43,4,3,2,0,Expired,192.168.200.159,1
U103401,D2364,2,221,1,4,5,0,Active,192.168.84.227,1
U103402,D8294,41,248,8,0,6,0,Active,192.168.190.154,0
U103403,D4676,45,113,9,2,4,0,Active,192.168.16.4,0
U103404,D3426,40,65,1,1,3,0,Active,192.168.134.131,0
U103405,D9264,48,202,7,0,3,0,Active,192.168.168.223,0
U103406,D9089,24,280,1,2,6,0,Active,192.168.148.60,0
U103407,D3962,29,176,1,3,1,0,Active,192.168.250.254,1
U103408,D1859,3,276,9,0,6,0,Active,192.168.77.44,0
U103409,D5138,45,275,6,3,7,0,Expired,192.168.218.166,1
U103410,D3424,4,46,1,4,5,0,Active,192.168.22.202,1
U103411,D5017,2,193,7,4,2,0,Expired,192.168.109.189,1
U103412,D9560,20,264,3,3,3,0,Active,192.168.148.242,1
U103413,D9342,15,156,4,4,6,0,Active,192.168.130.48,1
U103414,D2134,49,135,4,4,0,0,Active,192.168.10.141,1
U103415,D6166,32,118,8,1,1,0,Active,192.168.136.238,0
U103416,D6119,42,226,1,3,5,0,Active,192.168.206.179,1
U103417,D6694,1,58,8,3,0,0,Active,192.168.193.216,1
U103418,D7136,38,46,9,2,3,0,Active,192.168.204.88,0
U103419,D6485,35,97,7,1,2,0,Active,192.168.22.242,0
U103420,D5164,7,264,1,0,3,0,Active,192.168.33.195,0
U103421,D3346,45,285,7,1,1,0,Active,192.168.205.154,0
U103422,D6039,13,196,6,0,7,0,Expired,192.168.60.193,1
U103423,D5897,49,129,5,3,5,0,Active,192.168.92.12,1
U103424,D9252,1,39,5,1,1,1,Active,192.168.4.60,1
U103425,D6041,14,51,1,2,0,0,Expired,192.168.50.52,1
U103426,D4901,29,157,6,4,0,0,Active,192.168.232.55,1
U103427,D2337,3,242,4,0,1,0,Active,192.168.70.99,0
U103428,D2184,46,9,1,4,6,0,Active,192.168.70.47,1
U103429,D5426,24,129,8,3,6,0,Active,192.168.216.96,1
U103430,D2551,1,91,8,3,0,0,Active,192.168.126.156,1
U103431,D2629,48,7,4,3,6,0,Active,192.168.170.252,1
U103432,D2526,10,169,7,4,4,0,Expired,192.168.217.57,1
U103433,D2361,13,227,3,3,5,0,Active,192.168.201.225,1
U103434,D5370,36,29,8,3,1,0,Expired,192.168.72.163,1
U103435,D6283,9,43,7,4,5,0,Expired,192.168.197.146,1
U103436,D8610,14,109,5,3,0,0,Active,192.168.195.83,1
U103437,D2993,36,9,5,0,6,0,Active,192.168.197.97,0
U103438,D1869,10,140,9,1,5,0,Active,192.168.195.225,0
U103439,D2014,40,8,6,0,3,0,Active,192.168.48.4,0
U103440,D1602,23,173,6,3,2,0,Expired,192.168.212.28,1
U103441,D1690,35,82,2,3,6,0,Expired,192.168.63.7,1
U103442,D9685,7,23,5,3,4,0,Expired,192.168.71.99,1
U103443,D1489,42,209,4,3,4,0,Active,192.168.139.83,1
U103444,D7864,35,37,3,4,2,0,Active,192.168.169.244,1
U103445,D8240,2,154,9,1,2,0,Active,192.168.165.18,0
U103446,D8786,15,197,7,4,5,1,Expired,192.168.27.192,1
U103447,D9024,9,143,4,4,5,0,Active,192.168.37.96,1
U103448,D1294,47,276,9,3,3,0,Active,192.168.58.94,1
U103449,D6488,17,200,9,0,5,0,Active,192.168.159.86,0
U103450,D5027,39,131,7,0,2,0,Expired,192.168.49.197,1
U103451,D3912,18,235,5,2,4,0,Active,192.168.251.123,0
U103452,D5744,15,48,9,1,3,0,Active,192.168.234.199,0
U103453,D2873,18,234,7,2,2,0,Expired,192.168.200.131,1
U103454,D4258,24,220,9,4,7,0,Active,192.168.182.19,1
U103455,D3817,23,248,3,2,3,0,Active,192.168.235.18,0
U103456,D9636,12,13,9,2,3,0,Active,192.168.157.239,0
U103457,D4641,23,254,1,2,5,0,Active,192.168.51.252,0
U103458,D5458,21,204,5,1,5,0,Active,192.168.247.229,0
U103459,D6307,26,83,2,0,0,0,Active,192.168.71.246,0
U103460,D9933,8,249,1,0,2,0,Expired,192.168.156.236,1
U103461,D3041,30,194,3,2,7,0,Active,192.168.252.145,0
U103462,D1679,34,90,7,1,5,0,Active,192.168.146.184,0
U103463,D6738,2,275,3,0,0,0,Active,192.168.13.16,0
U103464,D6668,5,266,9,3,5,0,Active,192.168.190.79,1
U103465,D8697,31,5,3,0,4,0,Active,192.168.99.18,0
U103466,D9033,33,24,6,0,6,0,Expired,192.168.231.101,1
U103467,D1062,4,134,2,1,3,0,Active,192.168.222.241,0
U103468,D8829,6,262,8,1,4,0,Active,192.168.39.13,0
U103469,D8352,23,135,5,0,3,0,Active,192.168.72.120,0
U103470,D7915,45,11,2,3,2,0,Active,192.168.237.64,1
U103471,D9326,19,245,7,3,6,0,Active,192.168.176.118,1
U103472,D4644,43,196,3,2,1,0,Active,192.168.229.71,0
U103473,D5970,45,119,5,2,2,0,Expired,192.168.96.152,1
U103474,D9003,8,106,9,0,3,1,Expired,192.168.227.27,1
U103475,D4278,39,5,1,0,1,0,Expired,192.168.243.43,1
U103476,D8296,13,29,2,0,7,0,Active,192.168.137.13,0
U103477,D4074,1,213,5,3,1,0,Expired,192.168.115.189,1
U103478,D9312,6,147,4,4,7,0,Expired,192.168.21.237,1
U103479,D8552,7,201,1,2,2,0,Active,192.168.53.134,0
U103480,D2637,48,149,7,2,4,0,Expired,192.168.49.149,1
U103481,D6103,27,153,9,4,2,0,Active,192.168.218.44,1
U103482,D1644,15,185,1,0,3,0,Active,192.168.225.198,0
U103483,D3032,34,59,8,2,6,0,Active,192.168.6.246,0
U103484,D3761,23,142,9,3,4,0,Active,192.168.34.94,1
U103485,D3068,48,213,2,4,3,0,Active,192.168.74.64,1
U103486,D1241,49,189,1,3,7,0,Active,192.168.253.30,1
U103487,D3668,24,69,6,0,5,0,Active,192.168.185.58,0
U103488,D1802,15,41,7,2,5,0,Active,192.168.148.41,0
U103489,D6059,35,116,2,3,6,0,Active,192.168.109.139,1
U103490,D1195,4,267,5,4,4,1,Active,192.168.69.211,1
U103491,D3187,44,80,5,0,0,0,Expired,192.168.46.153,1
U103492,D3330,37,182,7,2,4,1,Active,192.168.31.155,1
U103493,D5841,17,258,1,2,0,0,Active,192.168.173.12,0
U103494,D4606,31,5,8,0,3,0,Active,192.168.12.197,0
U103495,D9468,38,152,5,0,2,0,Active,192.168.11.177,0
U103496,D1060,10,163,3,0,3,0,Active,192.168.217.115,0
U103497,D4927,27,272,9,3,2,0,Active,192.168.162.18,1
U103498,D7296,42,154,3,1,5,0,Active,192.168.209.233,0
U103499,D3591,6,133,7,2,0,1,Active,192.168.253.195,1
U103500,D9758,6,130,7,3,2,0,Active,192.168.217.171,1
U103501,D7121,15,5,8,4,7,1,Active,192.168.253.244,1
U103502,D2200,4,121,8,2,3,0,Active,192.168.47.207,0
U103503,D3854,48,153,4,1,3,0,Active,192.168.101.154,0
U103504,D8024,40,273,1,4,3,0,Active,192.168.104.193,1
U103505,D7972,7,193,4,2,6,0,Active,192.168.205.179,0
U103506,D1136,49,145,6,1,4,0,Active,192.168.98.246,0
U103507,D2029,45,109,6,0,3,1,Expired,192.168.136.219,1
U103508,D3594,47,256,6,1,4,0,Active,192.168.232.160,0
U103509,D8206,26,285,7,2,1,0,Active,192.168.68.57,0
U103510,D1661,31,105,1,1,0,0,Active,192.168.189.96,0
U103511,D3472,2,286,1,2,1,0,Expired,192.168.158.198,1
U103512,D1086,28,167,7,2,1,0,Active,192.168.52.56,0
U103513,D7219,42,207,4,1,4,0,Active,192.168.222.95,0
U103514,D9143,13,104,6,1,4,0,Active,192.168.43.62,0
U103515,D7968,18,285,6,4,6,0,Active,192.168.59.167,1
U103516,D3773,30,261,9,4,7,0,Expired,192.168.6.180,1
U103517,D2700,11,98,2,3,0,0,Active,192.168.201.240,1
U103518,D3700,13,283,4,2,0,0,Expired,192.168.240.253,1
U103519,D7815,24,231,4,4,5,0,Active,192.168.94.45,1
U103520,D2647,29,154,7,3,0,0,Active,192.168.132.32,1
U103521,D7038,5,66,1,2,7,0,Active,192.168.77.169,0
U103522,D6164,35,133,5,3,6,0,Active,192.168.141.136,1
U103523,D6520,19,191,4,4,3,0,Active,192.168.83.234,1
U103524,D4687,13,72,2,3,3,0,Active,192.168.168.246,1
U103525,D1596,5,34,5,1,6,0,Active,192.168.102.202,0
U103526,D5545,44,279,9,3,0,0,Active,192.168.9.250,1
U103527,D9676,14,131,8,0,4,0,Active,192.168.7.209,0
U103528,D9837,38,217,9,0,1,0,Expired,192.168.51.102,1
U103529,D5757,22,138,7,3,0,0,Expired,192.168.179.243,1
U103530,D5384,9,223,7,0,5,0,Active,192.168.204.37,0
U103531,D9912,49,161,2,3,0,0,Active,192.168.35.149,1
U103532,D5733,40,192,3,3,1,0,Active,192.168.171.175,1
U103533,D8081,26,166,8,3,2,0,Active,192.168.65.94,1
U103534,D9690,45,133,2,0,0,0,Expired,192.168.238.147,1
U103535,D8117,5,93,7,2,0,0,Expired,192.168.252.232,1
U103536,D5729,29,166,6,3,3,0,Active,192.168.78.152,1
U103537,D2673,22,40,4,3,1,0,Active,192.168.105.205,1
U103538,D9306,49,231,4,1,5,0,Active,192.168.87.179,0
U103539,D8178,3,155,3,1,7,1,Active,192.168.0.107,1
U103540,D3294,28,85,6,4,0,0,Active,192.168.17.115,1
U103541,D4630,38,51,3,0,5,0,Active,192.168.209.179,0
U103542,D1146,14,208,9,2,0,0,Active,192.168.38.229,0
U103543,D4453,47,152,4,3,2,0,Active,192.168.237.187,1
U103544,D5507,14,235,4,3,1,0,Active,192.168.10.156,1
U103545,D6783,43,31,2,0,0,0,Active,192.168.138.181,0
U103546,D8751,11,193,2,4,2,0,Active,192.168.95.162,1
U103547,D6628,9,169,7,4,0,0,Active,192.168.184.105,1
U103548,D9328,38,216,5,1,4,0,Active,192.168.0.143,0
U103549,D4360,47,79,3,0,2,0,Active,192.168.151.168,0
U103550,D4005,44,96,6,4,5,1,Active,192.168.184.254,1
U103551,D4552,6,66,6,4,7,0,Active,192.168.193.70,1
U103552,D1018,1,70,1,2,7,0,Active,192.168.193.209,0
U103553,D3242,25,84,3,1,6,0,Expired,192.168.198.67,1
U103554,D7318,16,144,5,1,4,0,Active,192.168.23.51,0
U103555,D6097,15,134,7,1,7,0,Expired,192.168.125.204,1
U103556,D9640,34,258,4,4,6,0,Active,192.168.209.184,1
U103557,D2948,17,33,8,3,7,0,Active,192.168.71.44,1
U103558,D6618,3,206,3,4,0,0,Active,192.168.188.26,1
U103559,D5236,3,241,6,4,2,0,Active,192.168.64.1,1
U103560,D7901,37,91,6,0,1,1,Active,192.168.123.234,1
U103561,D2920,17,100,9,1,6,0,Active,192.168.2.106,0
U103562,D5188,49,291,4,1,6,0,Active,192.168.195.216,0
U103563,D1238,38,293,7,2,7,0,Active,192.168.203.78,0
U103564,D1204,1,256,1,1,7,0,Expired,192.168.231.216,1
U103565,D6552,7,184,1,4,5,0,Active,192.168.157.103,1
U103566,D5927,26,104,2,0,7,0,Active,192.168.32.113,0
U103567,D5390,47,77,4,2,3,0,Active,192.168.20.143,0
U103568,D3687,39,135,6,4,7,0,Active,192.168.62.188,1
U103569,D5951,19,186,4,4,0,0,Active,192.168.46.224,1
U103570,D7160,30,198,6,2,2,0,Expired,192.168.228.245,1
U103571,D6388,43,22,2,4,7,0,Expired,192.168.94.193,1
U103572,D6126,14,130,9,4,4,0,Active,192.168.50.33,1
U103573,D1816,13,215,3,0,2,0,Active,192.168.225.235,0
U103574,D1192,20,11,7,0,1,0,Active,192.168.125.108,0
U103575,D2776,26,118,1,0,2,0,Active,192.168.202.232,0
U103576,D4645,27,88,8,1,4,0,Active,192.168.115.100,0
U103577,D7314,25,106,4,2,0,0,Active,192.168.244.226,0
U103578,D9442,9,97,5,0,5,0,Active,192.168.136.31,0
U103579,D2788,41,106,7,4,4,0,Active,192.168.156.77,1
U103580,D8374,48,255,3,1,5,0,Active,192.168.137.137,0
U103581,D4700,12,28,9,2,5,0,Active,192.168.44.3,0
U103582,D4893,10,171,9,0,4,1,Active,192.168.240.82,1
U103583,D7811,6,144,8,0,4,0,Active,192.168.122.155,0
U103584,D3679,34,98,1,2,3,0,Active,192.168.159.8,0
U103585,D4904,41,185,2,0,7,0,Active,192.168.247.205,0
U103586,D8260,19,68,2,2,5,0,Active,192.168.145.154,0
U103587,D1504,6,8,3,2,0,0,Expired,192.168.79.213,1
U103588,D7773,2,98,2,4,7,0,Expired,192.168.237.217,1
U103589,D4816,15,276,1,2,7,0,Active,192.168.59.237,0
U103590,D1717,17,287,5,3,7,0,Active,192.168.122.4,1
U103591,D5434,16,136,6,0,3,1,Active,192.168.32.222,1
U103592,D1658,28,76,7,4,5,0,Active,192.168.30.161,1
U103593,D6057,21,85,7,1,2,0,Active,192.168.69.143,0
U103594,D5008,8,178,2,3,0,0,Expired,192.168.206.167,1
U103595,D5994,10,56,7,2,0,1,Expired,192.168.158.73,1
U103596,D5234,10,294,2,1,7,0,Active,192.168.123.32,0
U103597,D4764,10,241,2,1,5,0,Expired,192.168.236.64,1
U103598,D5637,9,281,6,1,2,0,Active,192.168.165.170,0
U103599,D3104,28,284,6,1,2,0,Active,192.168.212.53,0
U103600,D7801,24,48,8,4,4,0,Active,192.168.139.163,1
U103601,D9575,19,258,5,4,5,0,Active,192.168.78.52,1
U103602,D3607,33,138,5,1,5,0,Active,192.168.106.92,0
U103603,D9385,4,60,1,3,0,1,Active,192.168.95.115,1
U103604,D4719,3,18,4,0,6,0,Active,192.168.217.190,0
U103605,D3581,42,182,1,0,1,0,Active,192.168.201.105,0
U103606,D3565,12,105,5,4,7,0,Active,192.168.150.129,1
U103607,D3763,18,184,8,3,5,0,Active,192.168.79.187,1
U103608,D7328,23,261,1,3,4,0,Active,192.168.212.175,1
U103609,D6991,20,272,3,2,0,0,Active,192.168.208.20,0
U103610,D4406,6,41,1,4,7,0,Active,192.168.217.17,1
U103611,D9923,34,208,6,3,2,0,Active,192.168.216.25,1
U103612,D5780,42,263,1,3,2,0,Expired,192.168.67.92,1
U103613,D5177,2,159,3,0,7,0,Active,192.168.192.125,0
U103614,D7476,30,242,5,3,1,0,Expired,192.168.77.22,1
U103615,D3604,9,104,5,3,0,0,Active,192.168.205.15,1
U103616,D9181,27,277,2,1,3,0,Active,192.168.68.143,0
U103617,D3382,42,117,3,0,4,0,Active,192.168.115.63,0
U103618,D1531,34,114,9,0,0,0,Active,192.168.235.175,0
U103619,D7079,40,147,1,1,3,0,Active,192.168.161.93,0
U103620,D1634,24,171,1,0,2,0,Active,192.168.85.16,0
U103621,D1002,49,264,2,2,2,0,Active,192.168.70.193,0
U103622,D9397,17,149,8,2,3,0,Expired,192.168.50.7,1
U103623,D6951,29,234,6,4,3,1,Expired,192.168.233.214,1
U103624,D6626,36,272,4,0,1,0,Active,192.168.113.8,0
U103625,D8739,12,36,7,0,7,0,Active,192.168.229.1,0
U103626,D7003,31,223,6,2,0,0,Expired,192.168.214.160,1
U103627,D3890,49,181,9,4,2,0,Expired,192.168.88.124,1
U103628,D7239,9,108,6,4,4,0,Active,192.168.172.136,1
U103629,D9026,19,240,2,2,2,0,Active,192.168.118.248,0
U103630,D4306,46,97,3,2,0,1,Active,192.168.62.216,1
U103631,D1897,46,205,9,1,7,0,Expired,192.168.99.197,1
U103632,D1670,17,235,7,4,3,0,Active,192.168.46.37,1
U103633,D8291,2,259,6,4,1,0,Active,192.168.127.216,1
U103634,D2505,40,89,5,1,6,0,Active,192.168.62.235,0
U103635,D7460,5,39,3,2,7,0,Active,192.168.233.251,0
U103636,D6167,39,121,4,1,2,0,Active,192.168.104.59,0
U103637,D6255,48,180,1,1,7,0,Active,192.168.199.251,0
U103638,D1249,16,280,5,3,1,0,Active,192.168.129.96,1
U103639,D7457,17,89,7,4,7,0,Expired,192.168.214.32,1
U103640,D2892,27,121,2,2,3,0,Active,192.168.239.67,0
U103641,D4439,7,208,8,3,5,0,Active,192.168.241.210,1
U103642,D3854,8,150,6,3,0,1,Active,192.168.105.114,1
U103643,D4792,8,219,3,3,2,0,Active,192.168.226.92,1
U103644,D6330,23,109,2,2,0,0,Active,192.168.211.150,0
U103645,D8871,32,73,8,1,4,0,Expired,192.168.128.170,1
U103646,D9235,43,259,4,2,0,0,Active,192.168.199.136,0
U103647,D4612,47,235,7,4,6,1,Active,192.168.211.17,1
U103648,D3618,18,207,7,4,5,0,Expired,192.168.206.235,1
U103649,D5678,38,252,9,1,3,0,Active,192.168.175.214,0
U103650,D4163,12,253,8,2,3,0,Active,192.168.118.144,0
U103651,D3942,15,148,8,1,4,0,Active,192.168.224.88,0
U103652,D9411,28,287,7,1,6,0,Active,192.168.147.158,0
U103653,D2925,38,245,5,2,0,0,Expired,192.168.160.89,1
U103654,D3972,31,233,9,4,5,0,Expired,192.168.173.110,1
U103655,D1990,9,35,7,2,3,1,Active,192.168.247.249,1
U103656,D2812,8,113,3,4,3,0,Active,192.168.163.200,1
U103657,D9995,46,31,6,0,3,0,Active,192.168.93.208,0
U103658,D1489,19,164,3,0,3,0,Active,192.168.39.250,0
U103659,D6876,8,21,6,0,1,0,Active,192.168.206.27,0
U103660,D4645,34,271,8,3,6,0,Active,192.168.241.173,1
U103661,D8081,4,133,9,4,2,0,Active,192.168.73.152,1
U103662,D3891,31,224,2,4,1,1,Active,192.168.30.102,1
U103663,D4516,38,86,6,2,3,0,Active,192.168.18.56,0
U103664,D4340,3,53,3,4,6,0,Active,192.168.254.65,1
U103665,D7410,35,45,7,2,5,0,Active,192.168.129.39,0
U103666,D1053,19,24,4,3,0,0,Active,192.168.139.158,1
U103667,D3575,43,41,5,2,1,1,Active,192.168.167.141,1
U103668,D1615,29,43,6,0,7,0,Active,192.168.216.225,0
U103669,D6944,10,113,8,2,7,0,Active,192.168.88.18,0
U103670,D8404,12,68,2,2,7,1,Active,192.168.71.96,1
U103671,D1954,46,179,4,2,4,0,Active,192.168.11.119,0
U103672,D2629,30,283,4,4,2,0,Active,192.168.181.182,1
U103673,D7859,30,36,6,1,7,1,Expired,192.168.210.213,1
U103674,D9841,18,213,4,1,0,0,Active,192.168.43.66,0
U103675,D4278,24,23,5,1,1,0,Active,192.168.52.239,0
U103676,D6455,32,110,5,4,2,0,Active,192.168.191.60,1
U103677,D4801,9,210,8,0,6,1,Active,192.168.202.179,1
U103678,D3561,47,251,4,1,5,0,Active,192.168.88.129,0
U103679,D7539,24,171,6,1,6,0,Active,192.168.226.225,0
U103680,D1370,26,93,7,3,1,0,Expired,192.168.104.91,1
U103681,D1857,3,15,8,3,4,0,Active,192.168.148.206,1
U103682,D5886,23,53,9,0,3,0,Active,192.168.54.240,0
U103683,D8485,11,65,8,2,4,0,Active,192.168.130.63,0
U103684,D1383,10,175,4,2,3,0,Active,192.168.104.63,0
U103685,D5334,36,147,4,3,2,0,Active,192.168.28.17,1
U103686,D5290,13,211,5,3,1,0,Expired,192.168.185.113,1
U103687,D3725,29,205,3,0,1,1,Active,192.168.131.236,1
U103688,D7204,38,9,2,0,4,0,Active,192.168.61.110,0
U103689,D7111,13,215,2,4,0,0,Active,192.168.213.206,1
U103690,D5251,26,33,9,2,2,0,Active,192.168.205.112,0
U103691,D1922,20,194,8,4,5,0,Active,192.168.184.73,1
U103692,D3915,5,192,6,1,3,0,Active,192.168.65.229,0
U103693,D8957,20,259,9,0,6,0,Active,192.168.4.146,0
U103694,D4046,14,154,5,2,2,0,Active,192.168.170.224,0
U103695,D2230,45,17,1,2,6,0,Active,192.168.168.137,0
